12:51:26.215: Clue SIZE: A MOLE OF
12:51:26.216: Clue VICTIM: QUARKS
12:52:07.441: Message received: teamsix,password,1,AMDLEOF
12:52:07.442: Awarded: 0 pts
12:52:07.568: Message received: teamsix,password,1,AMDLEOF
12:52:07.570: Awarded: 0 pts
12:52:07.697: Message received: teamsix,password,1,AMDLEOF
12:52:07.699: Awarded: 0 pts
12:52:07.829: Message received: teamsix,password,1,AMDLEOF
12:52:07.830: Awarded: 0 pts
12:52:07.954: Message received: teamsix,password,1,AMDLEOF
12:52:07.956: Awarded: 0 pts
12:52:08.085: Message received: teamsix,password,1,AMDLEOF
12:52:08.086: Awarded: 0 pts
12:52:08.209: Message received: teamsix,password,1,AMDLEOF
12:52:08.210: Awarded: 0 pts
12:52:08.340: Message received: teamsix,password,1,AMDLEOF
12:52:08.341: Awarded: 0 pts
12:52:08.468: Message received: teamsix,password,1,AMDLEOF
12:52:08.470: Awarded: 0 pts
12:52:08.597: Message received: teamsix,password,1,AMDLEOF
12:52:08.598: Awarded: 0 pts
12:52:08.726: Message received: teamsix,password,1,AMDLEOF
12:52:08.727: Awarded: 0 pts
12:52:08.868: Message received: teamsix,password,1,AMDLEOF
12:52:08.870: Awarded: 0 pts
12:52:08.995: Message received: teamsix,password,1,AMDLEOF
12:52:08.996: Awarded: 0 pts
12:52:09.123: Message received: teamsix,password,1,AMDLEOF
12:52:09.124: Awarded: 0 pts
12:52:09.249: Message received: teamsix,password,1,AMDLEOF
12:52:09.250: Awarded: 0 pts
12:52:09.376: Message received: teamsix,password,1,AMDLEOF
12:52:09.377: Awarded: 0 pts
12:52:09.508: Message received: teamsix,password,1,AMDLEOF
12:52:09.510: Awarded: 0 pts
12:52:09.634: Message received: teamsix,password,1,AMDLEOF
12:52:09.635: Awarded: 0 pts
12:52:09.764: Message received: teamsix,password,1,AMDLEOF
12:52:09.765: Awarded: 0 pts
12:52:09.885: Message received: teamsix,password,1,AMDLEOF
12:52:09.887: Awarded: 0 pts
12:52:10.019: Message received: teamsix,password,1,AMDLEOF
12:52:10.020: Awarded: 0 pts
12:52:10.143: Message received: teamsix,password,1,AMDLEOF
12:52:10.144: Awarded: 0 pts
12:52:10.276: Message received: teamsix,password,1,AMDLEOF
12:52:10.277: Awarded: 0 pts
12:52:10.409: Message received: teamsix,password,1,AMDLEOF
12:52:10.411: Awarded: 0 pts
12:52:10.538: Message received: teamsix,password,1,AMDLEOF
12:52:10.539: Awarded: 0 pts
12:52:10.659: Message received: teamsix,password,1,AMDLEOF
12:52:10.660: Awarded: 0 pts
12:52:10.788: Message received: teamsix,password,1,AMDLEOF
12:52:10.789: Awarded: 0 pts
12:52:10.903: Message received: teamsix,password,1,AMDLEOF
12:52:10.905: Awarded: 0 pts
12:52:11.031: Message received: teamsix,password,1,AMDLEOF
12:52:11.033: Awarded: 0 pts
12:52:11.151: Message received: teamsix,password,1,AMDLEOF
12:52:11.152: Awarded: 0 pts
12:52:11.283: Message received: teamsix,password,1,AMDLEOF
12:52:11.284: Awarded: 0 pts
12:52:11.416: Message received: teamsix,password,1,AMDLEOF
12:52:11.418: Awarded: 0 pts
12:52:11.555: Message received: teamsix,password,1,AMDLEOF
12:52:11.556: Awarded: 0 pts
12:52:11.687: Message received: teamsix,password,1,AMDLEOF
12:52:11.688: Awarded: 0 pts
12:52:11.805: Message received: teamsix,password,1,AMDLEOF
12:52:11.807: Awarded: 0 pts
12:52:11.938: Message received: teamsix,password,1,AMDLEOF
12:52:11.939: Awarded: 0 pts
12:52:12.063: Message received: teamsix,password,1,AMDLEOF
12:52:12.064: Awarded: 0 pts
12:52:12.198: Message received: teamsix,password,1,AMDLEOF
12:52:12.199: Awarded: 0 pts
12:52:12.322: Message received: teamsix,password,1,AMDLEOF
12:52:12.324: Awarded: 0 pts
12:52:12.450: Message received: teamsix,password,1,AMDLEOF
12:52:12.451: Awarded: 0 pts
12:52:12.578: Message received: teamsix,password,1,AMDLEOF
12:52:12.579: Awarded: 0 pts
12:52:12.708: Message received: teamsix,password,1,AMDLEOF
12:52:12.709: Awarded: 0 pts
12:52:12.846: Message received: teamsix,password,1,AMDLEOF
12:52:12.847: Awarded: 0 pts
12:52:12.955: Message received: teamsix,password,1,AMDLEOF
12:52:12.959: Awarded: 0 pts
12:52:13.078: Message received: teamsix,password,1,AMDLEOF
12:52:13.079: Awarded: 0 pts
12:52:13.206: Message received: teamsix,password,1,AMDLEOF
12:52:13.208: Awarded: 0 pts
12:52:13.336: Message received: teamsix,password,1,AMDLEOF
12:52:13.337: Awarded: 0 pts
12:52:13.462: Message received: teamsix,password,1,AMDLEOF
12:52:13.463: Awarded: 0 pts
12:52:13.600: Message received: teamsix,password,1,AMDLEOF
12:52:13.602: Awarded: 0 pts
12:52:13.723: Message received: teamsix,password,1,AMDLEDF
12:52:13.725: Awarded: 0 pts
12:52:13.856: Message received: teamsix,password,1,AMDLEOF
12:52:13.857: Awarded: 0 pts
12:52:13.981: Message received: teamsix,password,1,AMDLEOF
12:52:13.982: Awarded: 0 pts
12:52:14.110: Message received: teamsix,password,1,AMDLEOF
12:52:14.111: Awarded: 0 pts
12:52:14.228: Message received: teamsix,password,1,AMDLEOF
12:52:14.229: Awarded: 0 pts
12:52:14.358: Message received: teamsix,password,1,AMDLEOF
12:52:14.360: Awarded: 0 pts
12:52:14.482: Message received: teamsix,password,1,AMDLEOF
12:52:14.483: Awarded: 0 pts
12:52:14.614: Message received: teamsix,password,1,AMDLEOF
12:52:14.615: Awarded: 0 pts
12:52:14.735: Message received: teamsix,password,1,AMDLEOF
12:52:14.736: Awarded: 0 pts
12:52:14.872: Message received: teamsix,password,1,AMDLEOF
12:52:14.873: Awarded: 0 pts
12:52:14.994: Message received: teamsix,password,1,AMDLEOF
12:52:14.995: Awarded: 0 pts
12:52:15.129: Message received: teamsix,password,1,AMDLEOF
12:52:15.130: Awarded: 0 pts
12:52:15.255: Message received: teamsix,password,1,AMDLEOF
12:52:15.256: Awarded: 0 pts
12:52:15.376: Message received: teamsix,password,1,AMDLEOF
12:52:15.377: Awarded: 0 pts
12:52:15.501: Message received: teamsix,password,1,AMDLEOF
12:52:15.502: Awarded: 0 pts
12:52:15.632: Message received: teamsix,password,1,AMDLEOF
12:52:15.634: Awarded: 0 pts
12:52:15.766: Message received: teamsix,password,1,AMDLEOF
12:52:15.767: Awarded: 0 pts
12:52:15.897: Message received: teamsix,password,1,AMDLEOF
12:52:15.899: Awarded: 0 pts
12:52:16.036: Message received: teamsix,password,1,AMDLEOF
12:52:16.037: Awarded: 0 pts
12:52:16.162: Message received: teamsix,password,1,AMDLEOF
12:52:16.163: Awarded: 0 pts
12:52:16.277: Message received: teamsix,password,1,AMDLEOF
12:52:16.278: Awarded: 0 pts
12:52:16.412: Message received: teamsix,password,1,AMDLEOF
12:52:16.415: Awarded: 0 pts
12:52:16.543: Message received: teamsix,password,1,AMDLEOF
12:52:16.544: Awarded: 0 pts
12:52:16.663: Message received: teamsix,password,1,AMDLEOF
12:52:16.664: Awarded: 0 pts
12:52:16.790: Message received: teamsix,password,1,AMDLEOF
12:52:16.791: Awarded: 0 pts
12:52:16.917: Message received: teamsix,password,1,AMDLEOF
12:52:16.919: Awarded: 0 pts
12:52:17.048: Message received: teamsix,password,1,AMDLEOF
12:52:17.049: Awarded: 0 pts
12:52:17.170: Message received: teamsix,password,1,AMDLEOF
12:52:17.172: Awarded: 0 pts
12:52:17.296: Message received: teamsix,password,1,AMDLEOF
12:52:17.299: Awarded: 0 pts
12:52:17.425: Message received: teamsix,password,1,AMDLEOF
12:52:17.426: Awarded: 0 pts
12:52:17.546: Message received: teamsix,password,1,AMDLEOF
12:52:17.547: Awarded: 0 pts
12:52:17.682: Message received: teamsix,password,1,AMDLEOF
12:52:17.684: Awarded: 0 pts
12:52:17.816: Message received: teamsix,password,1,AMDLEOF
12:52:17.817: Awarded: 0 pts
12:52:17.951: Message received: teamsix,password,1,AMDLEOF
12:52:17.952: Awarded: 0 pts
12:52:18.073: Message received: teamsix,password,1,AMDLEOF
12:52:18.074: Awarded: 0 pts
12:52:18.210: Message received: teamsix,password,1,AMDLEOF
12:52:18.211: Awarded: 0 pts
12:52:18.339: Message received: teamsix,password,1,AMDLEOF
12:52:18.341: Awarded: 0 pts
12:52:18.465: Message received: teamsix,password,1,AMDLEOF
12:52:18.466: Awarded: 0 pts
12:52:18.587: Message received: teamsix,password,1,AMDLEOF
12:52:18.590: Awarded: 0 pts
12:52:18.723: Message received: teamsix,password,1,AMDLEOF
12:52:18.725: Awarded: 0 pts
12:52:18.855: Message received: teamsix,password,1,AMDLEOF
12:52:18.856: Awarded: 0 pts
12:52:18.984: Message received: teamsix,password,1,AMDLEOF
12:52:18.985: Awarded: 0 pts
12:52:19.124: Message received: teamsix,password,1,AMDLEOF
12:52:19.126: Awarded: 0 pts
12:52:19.251: Message received: teamsix,password,1,AMDLEOF
12:52:19.252: Awarded: 0 pts
12:52:19.379: Message received: teamsix,password,1,AMDLEOF
12:52:19.381: Awarded: 0 pts
12:52:19.499: Message received: teamsix,password,1,AMDLEOF
12:52:19.501: Awarded: 0 pts
12:52:19.635: Message received: teamsix,password,1,AMDLEOF
12:52:19.637: Awarded: 0 pts
12:52:19.767: Message received: teamsix,password,1,AMDLEOF
12:52:19.768: Awarded: 0 pts
12:52:19.894: Message received: teamsix,password,1,AMDLEOF
12:52:19.896: Awarded: 0 pts
12:52:20.021: Message received: teamsix,password,1,AMDLEOF
12:52:20.023: Awarded: 0 pts
12:52:20.156: Message received: teamsix,password,1,AMDLEOF
12:52:20.158: Awarded: 0 pts
12:52:20.286: Message received: teamsix,password,1,AMDLEOF
12:52:20.287: Awarded: 0 pts
12:52:20.408: Message received: teamsix,password,1,AMDLEOF
12:52:20.410: Awarded: 0 pts
12:52:20.536: Message received: teamsix,password,1,AMDLEOF
12:52:20.537: Awarded: 0 pts
12:52:20.662: Message received: teamsix,password,1,AMDLEOF
12:52:20.663: Awarded: 0 pts
12:52:20.793: Message received: teamsix,password,1,AMDLEOF
12:52:20.796: Awarded: 0 pts
12:52:20.933: Message received: teamsix,password,1,AMDLEOF
12:52:20.935: Awarded: 0 pts
12:52:21.058: Message received: teamsix,password,1,AMDLEOF
12:52:21.059: Awarded: 0 pts
12:52:21.186: Message received: teamsix,password,1,AMDLEOF
12:52:21.187: Awarded: 0 pts
12:52:21.313: Message received: teamsix,password,1,AMDLEOF
12:52:21.314: Awarded: 0 pts
12:52:21.435: Message received: teamsix,password,1,AMDLEOF
12:52:21.437: Awarded: 0 pts
12:52:21.560: Message received: teamsix,password,1,AMDLEOF
12:52:21.562: Awarded: 0 pts
12:52:21.762: Message received: teamsix,password,1,AMDLEOF
12:52:21.764: Awarded: 0 pts
12:52:21.896: Message received: teamsix,password,1,AMDLEOF
12:52:21.898: Awarded: 0 pts
12:52:22.025: Message received: teamsix,password,1,AMDLEOF
12:52:22.028: Awarded: 0 pts
12:52:22.160: Message received: teamsix,password,1,AMDLEOF
12:52:22.161: Awarded: 0 pts
12:52:22.292: Message received: teamsix,password,1,AMDLEOF
12:52:22.293: Awarded: 0 pts
12:52:22.419: Message received: teamsix,password,1,AMDLEOF
12:52:22.421: Awarded: 0 pts
12:52:22.543: Message received: teamsix,password,1,AMDLEOF
12:52:22.546: Awarded: 0 pts
12:52:22.667: Message received: teamsix,password,1,AMDLEOF
12:52:22.669: Awarded: 0 pts
12:52:22.804: Message received: teamsix,password,1,AMDLEOF
12:52:22.806: Awarded: 0 pts
12:52:22.930: Message received: teamsix,password,1,AMDLEOF
12:52:22.932: Awarded: 0 pts
12:52:23.051: Message received: teamsix,password,1,AMDLEOF
12:52:23.054: Awarded: 0 pts
12:52:23.174: Message received: teamsix,password,1,AMDLEOF
12:52:23.175: Awarded: 0 pts
12:52:23.314: Message received: teamsix,password,1,AMDLEOF
12:52:23.315: Awarded: 0 pts
12:52:23.439: Message received: teamsix,password,1,AMDLEOF
12:52:23.440: Awarded: 0 pts
12:52:23.575: Message received: teamsix,password,1,AMDLEOF
12:52:23.576: Awarded: 0 pts
12:52:23.717: Message received: teamsix,password,1,AMDLEOF
12:52:23.719: Awarded: 0 pts
12:52:23.841: Message received: teamsix,password,1,AMOLEOF
12:52:23.844: Team total: 6 pts
12:52:23.845: Awarded: 6 pts
12:52:23.975: Message received: teamsix,password,1,AMOLEOF
12:52:23.976: Awarded: 6 pts
12:52:25.079: Message received: teamsix,password,1,QWWW6X
12:52:25.081: Team total: 0 pts
12:52:25.085: Awarded: 0 pts
12:52:25.207: Message received: teamsix,password,1,QUABW5
12:52:25.208: Awarded: 0 pts
12:52:25.336: Message received: teamsix,password,1,QUBWKI
12:52:25.338: Awarded: 0 pts
