12:06:23.391: Clue SIZE: A MOLE OF
12:06:23.391: Clue VICTIM: QUARKS
12:07:19.788: Message received: teamsix,password,1,AMDLEOF
12:07:19.789: Awarded: 0 pts
12:07:19.937: Message received: teamsix,password,1,AMDLEOF
12:07:19.938: Awarded: 0 pts
12:07:20.079: Message received: teamsix,password,1,AMDLEOF
12:07:20.081: Awarded: 0 pts
12:07:20.221: Message received: teamsix,password,1,AMDLEOF
12:07:20.223: Awarded: 0 pts
12:07:20.364: Message received: teamsix,password,1,AMDLEOF
12:07:20.366: Awarded: 0 pts
12:07:20.505: Message received: teamsix,password,1,AMDLEOF
12:07:20.507: Awarded: 0 pts
12:07:20.649: Message received: teamsix,password,1,AMDLEOF
12:07:20.651: Awarded: 0 pts
12:07:20.792: Message received: teamsix,password,1,AMDLEOF
12:07:20.793: Awarded: 0 pts
12:07:20.930: Message received: teamsix,password,1,AMDLEOF
12:07:20.933: Awarded: 0 pts
12:07:21.082: Message received: teamsix,password,1,AMDLEOF
12:07:21.084: Awarded: 0 pts
12:07:21.216: Message received: teamsix,password,1,AMDLEOF
12:07:21.218: Awarded: 0 pts
12:07:21.358: Message received: teamsix,password,1,AMDLEOF
12:07:21.359: Awarded: 0 pts
12:07:21.503: Message received: teamsix,password,1,AMDLEOF
12:07:21.504: Awarded: 0 pts
12:07:21.658: Message received: teamsix,password,1,AMDLEOF
12:07:21.659: Awarded: 0 pts
12:07:21.821: Message received: teamsix,password,1,AMDLEOF
12:07:21.822: Awarded: 0 pts
12:07:21.963: Message received: teamsix,password,1,AMDLEOF
12:07:21.964: Awarded: 0 pts
12:07:22.103: Message received: teamsix,password,1,AMDLEOF
12:07:22.104: Awarded: 0 pts
12:07:22.240: Message received: teamsix,password,1,AMDLEOF
12:07:22.241: Awarded: 0 pts
12:07:22.366: Message received: teamsix,password,1,AMDLEOF
12:07:22.367: Awarded: 0 pts
12:07:22.511: Message received: teamsix,password,1,AMDLEOF
12:07:22.513: Awarded: 0 pts
12:07:22.658: Message received: teamsix,password,1,AMDLEOF
12:07:22.662: Awarded: 0 pts
12:07:22.807: Message received: teamsix,password,1,AMDLEOF
12:07:22.809: Awarded: 0 pts
12:07:22.942: Message received: teamsix,password,1,AMDLEOF
12:07:22.943: Awarded: 0 pts
12:07:23.084: Message received: teamsix,password,1,AMDLEOF
12:07:23.086: Awarded: 0 pts
12:07:23.230: Message received: teamsix,password,1,AMDLEOF
12:07:23.231: Awarded: 0 pts
12:07:23.371: Message received: teamsix,password,1,AMDLEOF
12:07:23.373: Awarded: 0 pts
12:07:23.509: Message received: teamsix,password,1,AMDLEOF
12:07:23.510: Awarded: 0 pts
12:07:23.655: Message received: teamsix,password,1,AMDLEOF
12:07:23.656: Awarded: 0 pts
12:07:23.794: Message received: teamsix,password,1,AMDLEOF
12:07:23.795: Awarded: 0 pts
12:07:23.936: Message received: teamsix,password,1,AMDLEOF
12:07:23.938: Awarded: 0 pts
12:07:24.078: Message received: teamsix,password,1,AMDLEOF
12:07:24.079: Awarded: 0 pts
12:07:24.218: Message received: teamsix,password,1,AMDLEOF
12:07:24.219: Awarded: 0 pts
12:07:24.359: Message received: teamsix,password,1,AMDLEOF
12:07:24.360: Awarded: 0 pts
12:07:24.509: Message received: teamsix,password,1,AMDLEOF
12:07:24.512: Awarded: 0 pts
12:07:24.656: Message received: teamsix,password,1,AMOLEOF
12:07:24.658: Team total: 6 pts
12:07:24.659: Awarded: 6 pts
12:07:24.809: Message received: teamsix,password,1,AMDLEOF
12:07:24.811: Team total: 0 pts
12:07:24.812: Awarded: 0 pts
12:07:24.943: Message received: teamsix,password,1,AMDLEOF
12:07:24.945: Awarded: 0 pts
12:07:25.084: Message received: teamsix,password,1,AMDLEOF
12:07:25.085: Awarded: 0 pts
12:07:25.220: Message received: teamsix,password,1,AMDLEOF
12:07:25.221: Awarded: 0 pts
12:07:25.362: Message received: teamsix,password,1,AMDLEOF
12:07:25.363: Awarded: 0 pts
12:07:25.506: Message received: teamsix,password,1,AMDLEOF
12:07:25.508: Awarded: 0 pts
12:07:25.641: Message received: teamsix,password,1,AMDLEOF
12:07:25.643: Awarded: 0 pts
12:07:25.784: Message received: teamsix,password,1,AMDLEOF
12:07:25.786: Awarded: 0 pts
12:07:25.937: Message received: teamsix,password,1,AMDLEOF
12:07:25.938: Awarded: 0 pts
12:07:26.080: Message received: teamsix,password,1,AMDLEOF
12:07:26.081: Awarded: 0 pts
12:07:26.229: Message received: teamsix,password,1,AMDLEOF
12:07:26.231: Awarded: 0 pts
12:07:26.370: Message received: teamsix,password,1,AMDLEOF
12:07:26.372: Awarded: 0 pts
12:07:26.515: Message received: teamsix,password,1,AMDLEOF
12:07:26.517: Awarded: 0 pts
12:07:26.664: Message received: teamsix,password,1,AMDLEOF
12:07:26.666: Awarded: 0 pts
12:07:26.900: Message received: teamsix,password,1,AMDLEOF
12:07:26.901: Awarded: 0 pts
12:07:27.189: Message received: teamsix,password,1,AMDLEOF
12:07:27.190: Awarded: 0 pts
12:07:27.372: Message received: teamsix,password,1,AMDLEOF
12:07:27.377: Awarded: 0 pts
12:07:27.512: Message received: teamsix,password,1,AMDLEOF
12:07:27.515: Awarded: 0 pts
12:07:27.653: Message received: teamsix,password,1,AMDLEOF
12:07:27.654: Awarded: 0 pts
12:07:27.799: Message received: teamsix,password,1,AMDLEOF
12:07:27.800: Awarded: 0 pts
12:07:27.945: Message received: teamsix,password,1,AMDLEOF
12:07:27.948: Awarded: 0 pts
12:07:28.086: Message received: teamsix,password,1,AMDLEOF
12:07:28.087: Awarded: 0 pts
12:07:28.233: Message received: teamsix,password,1,AMDLEOF
12:07:28.235: Awarded: 0 pts
12:07:28.385: Message received: teamsix,password,1,AMDLEOF
12:07:28.387: Awarded: 0 pts
12:07:28.528: Message received: teamsix,password,1,AMDLEOF
12:07:28.529: Awarded: 0 pts
12:07:28.660: Message received: teamsix,password,1,AMDLEOF
12:07:28.661: Awarded: 0 pts
12:07:28.806: Message received: teamsix,password,1,AMDLEOF
12:07:28.807: Awarded: 0 pts
12:07:28.949: Message received: teamsix,password,1,AMDLEOF
12:07:28.950: Awarded: 0 pts
12:07:29.092: Message received: teamsix,password,1,AMDLEOF
12:07:29.093: Awarded: 0 pts
12:07:29.237: Message received: teamsix,password,1,AMDLEOF
12:07:29.238: Awarded: 0 pts
12:07:29.416: Message received: teamsix,password,1,AMDLEOF
12:07:29.418: Awarded: 0 pts
12:07:29.559: Message received: teamsix,password,1,AMDLEOF
12:07:29.560: Awarded: 0 pts
12:07:29.701: Message received: teamsix,password,1,AMDLEOF
12:07:29.702: Awarded: 0 pts
12:07:29.834: Message received: teamsix,password,1,AMDLEOF
12:07:29.838: Awarded: 0 pts
12:07:29.970: Message received: teamsix,password,1,AMDLEOF
12:07:29.971: Awarded: 0 pts
12:07:30.114: Message received: teamsix,password,1,AMDLEOF
12:07:30.115: Awarded: 0 pts
12:07:30.254: Message received: teamsix,password,1,AMDLEOF
12:07:30.256: Awarded: 0 pts
12:07:30.395: Message received: teamsix,password,1,AMDLEOF
12:07:30.398: Awarded: 0 pts
12:07:30.535: Message received: teamsix,password,1,AMDLEOF
12:07:30.536: Awarded: 0 pts
12:07:30.681: Message received: teamsix,password,1,AMDLEOF
12:07:30.683: Awarded: 0 pts
12:07:30.835: Message received: teamsix,password,1,AMDLEOF
12:07:30.836: Awarded: 0 pts
12:07:30.978: Message received: teamsix,password,1,AMDLEOF
12:07:30.980: Awarded: 0 pts
12:07:31.130: Message received: teamsix,password,1,AMDLEOF
12:07:31.131: Awarded: 0 pts
12:07:31.286: Message received: teamsix,password,1,AMDLEOF
12:07:31.287: Awarded: 0 pts
12:07:31.448: Message received: teamsix,password,1,AMDLEOF
12:07:31.449: Awarded: 0 pts
12:07:31.592: Message received: teamsix,password,1,AMDLEOF
12:07:31.593: Awarded: 0 pts
12:07:31.732: Message received: teamsix,password,1,AMDLEOF
12:07:31.734: Awarded: 0 pts
12:07:31.887: Message received: teamsix,password,1,AMDLEOF
12:07:31.889: Awarded: 0 pts
12:07:32.030: Message received: teamsix,password,1,AMDLEOF
12:07:32.032: Awarded: 0 pts
12:07:32.171: Message received: teamsix,password,1,AMDLEOF
12:07:32.173: Awarded: 0 pts
12:07:32.311: Message received: teamsix,password,1,AMDLEOF
12:07:32.313: Awarded: 0 pts
12:07:32.447: Message received: teamsix,password,1,AMDLEOF
12:07:32.449: Awarded: 0 pts
12:07:32.586: Message received: teamsix,password,1,AMDLEOF
12:07:32.589: Awarded: 0 pts
12:07:32.728: Message received: teamsix,password,1,AMDLEOF
12:07:32.729: Awarded: 0 pts
12:07:32.872: Message received: teamsix,password,1,AMDLEOF
12:07:32.873: Awarded: 0 pts
12:07:33.017: Message received: teamsix,password,1,AMDLEOF
12:07:33.020: Awarded: 0 pts
12:07:33.146: Message received: teamsix,password,1,AMDLEOF
12:07:33.149: Awarded: 0 pts
12:07:33.284: Message received: teamsix,password,1,AMDLEOF
12:07:33.285: Awarded: 0 pts
12:07:33.428: Message received: teamsix,password,1,AMDLEOF
12:07:33.429: Awarded: 0 pts
12:07:33.567: Message received: teamsix,password,1,AMDLEOF
12:07:33.568: Awarded: 0 pts
12:07:33.700: Message received: teamsix,password,1,AMDLEOF
12:07:33.702: Awarded: 0 pts
12:07:33.846: Message received: teamsix,password,1,AMDLEOF
12:07:33.847: Awarded: 0 pts
12:07:33.990: Message received: teamsix,password,1,AMDLEOF
12:07:33.992: Awarded: 0 pts
12:07:34.132: Message received: teamsix,password,1,AMDLEOF
12:07:34.134: Awarded: 0 pts
12:07:34.276: Message received: teamsix,password,1,AMDLEOF
12:07:34.277: Awarded: 0 pts
12:07:34.418: Message received: teamsix,password,1,AMDLEOF
12:07:34.420: Awarded: 0 pts
12:07:34.562: Message received: teamsix,password,1,AMDLEOF
12:07:34.563: Awarded: 0 pts
12:07:34.709: Message received: teamsix,password,1,AMDLEOF
12:07:34.711: Awarded: 0 pts
12:07:34.860: Message received: teamsix,password,1,AMDLEOF
12:07:34.861: Awarded: 0 pts
12:07:34.999: Message received: teamsix,password,1,AMDLEOF
12:07:35.001: Awarded: 0 pts
12:07:35.132: Message received: teamsix,password,1,AMDLEOF
12:07:35.134: Awarded: 0 pts
12:07:35.280: Message received: teamsix,password,1,AMDLEOF
12:07:35.281: Awarded: 0 pts
12:07:35.417: Message received: teamsix,password,1,AMDLEOF
12:07:35.420: Awarded: 0 pts
12:07:35.563: Message received: teamsix,password,1,AMDLEOF
12:07:35.564: Awarded: 0 pts
12:07:35.711: Message received: teamsix,password,1,AMDLEOF
12:07:35.713: Awarded: 0 pts
12:07:35.850: Message received: teamsix,password,1,AMDLEOF
12:07:35.852: Awarded: 0 pts
12:07:35.985: Message received: teamsix,password,1,AMDLEOF
12:07:35.987: Awarded: 0 pts
12:07:36.111: Message received: teamsix,password,1,AMDLEOF
12:07:36.113: Awarded: 0 pts
12:07:36.258: Message received: teamsix,password,1,AMDLEOF
12:07:36.260: Awarded: 0 pts
12:07:36.396: Message received: teamsix,password,1,AMDLEOF
12:07:36.397: Awarded: 0 pts
12:07:36.545: Message received: teamsix,password,1,AMDLEOF
12:07:36.546: Awarded: 0 pts
12:07:36.683: Message received: teamsix,password,1,AMDLEOF
12:07:36.684: Awarded: 0 pts
12:07:36.815: Message received: teamsix,password,1,AMDLEOF
12:07:36.817: Awarded: 0 pts
12:07:36.949: Message received: teamsix,password,1,AMDLEOF
12:07:36.951: Awarded: 0 pts
12:07:37.097: Message received: teamsix,password,1,AMDLEOF
12:07:37.099: Awarded: 0 pts
12:07:37.232: Message received: teamsix,password,1,AMDLEOF
12:07:37.233: Awarded: 0 pts
12:07:37.372: Message received: teamsix,password,1,AMDLEOF
12:07:37.373: Awarded: 0 pts
12:07:37.504: Message received: teamsix,password,1,AMDLEOF
12:07:37.505: Awarded: 0 pts
12:07:37.646: Message received: teamsix,password,1,AMDLEOF
12:07:37.648: Awarded: 0 pts
12:07:37.794: Message received: teamsix,password,1,AMDLEOF
12:07:37.796: Awarded: 0 pts
12:07:37.936: Message received: teamsix,password,1,AMDLEOF
12:07:37.938: Awarded: 0 pts
12:07:38.083: Message received: teamsix,password,1,AMDLEOF
12:07:38.084: Awarded: 0 pts
12:07:38.220: Message received: teamsix,password,1,AMDLEOF
12:07:38.222: Awarded: 0 pts
12:07:38.363: Message received: teamsix,password,1,AMDLEOF
12:07:38.364: Awarded: 0 pts
12:07:38.495: Message received: teamsix,password,1,AMDLEOF
12:07:38.497: Awarded: 0 pts
12:07:38.655: Message received: teamsix,password,1,AMDLEOF
12:07:38.657: Awarded: 0 pts
12:07:38.797: Message received: teamsix,password,1,AMDLEOF
12:07:38.799: Awarded: 0 pts
12:07:38.931: Message received: teamsix,password,1,AMDLEOF
12:07:38.933: Awarded: 0 pts
12:07:39.073: Message received: teamsix,password,1,AMDLEOF
12:07:39.074: Awarded: 0 pts
12:07:39.210: Message received: teamsix,password,1,AMDLEOF
12:07:39.211: Awarded: 0 pts
12:07:39.353: Message received: teamsix,password,1,AMDLEOF
12:07:39.356: Awarded: 0 pts
12:07:39.493: Message received: teamsix,password,1,AMDLEOF
12:07:39.497: Awarded: 0 pts
12:07:39.637: Message received: teamsix,password,1,AMDLEOF
12:07:39.639: Awarded: 0 pts
12:07:39.775: Message received: teamsix,password,1,AMDLEOF
12:07:39.777: Awarded: 0 pts
12:07:39.909: Message received: teamsix,password,1,AMDLEOF
12:07:39.912: Awarded: 0 pts
12:07:40.054: Message received: teamsix,password,1,AMDLEOF
12:07:40.057: Awarded: 0 pts
12:07:40.195: Message received: teamsix,password,1,AMDLEOF
12:07:40.196: Awarded: 0 pts
12:07:40.342: Message received: teamsix,password,1,AMDLEOF
12:07:40.344: Awarded: 0 pts
12:07:40.505: Message received: teamsix,password,1,AMDLEOF
12:07:40.507: Awarded: 0 pts
12:07:40.635: Message received: teamsix,password,1,AMDLEOF
12:07:40.637: Awarded: 0 pts
12:07:40.779: Message received: teamsix,password,1,AMDLEOF
12:07:40.780: Awarded: 0 pts
12:07:40.909: Message received: teamsix,password,1,AMDLEOF
12:07:40.910: Awarded: 0 pts
12:07:41.049: Message received: teamsix,password,1,AMDLEOF
12:07:41.051: Awarded: 0 pts
12:07:41.183: Message received: teamsix,password,1,AMDLEOF
12:07:41.184: Awarded: 0 pts
12:07:41.321: Message received: teamsix,password,1,AMDLEOF
12:07:41.324: Awarded: 0 pts
12:07:41.464: Message received: teamsix,password,1,AMDLEOF
12:07:41.466: Awarded: 0 pts
12:07:41.606: Message received: teamsix,password,1,AMDLEOF
12:07:41.610: Awarded: 0 pts
12:07:41.740: Message received: teamsix,password,1,AMDLEOF
12:07:41.741: Awarded: 0 pts
12:07:41.874: Message received: teamsix,password,1,AMDLEOF
12:07:41.876: Awarded: 0 pts
12:07:42.011: Message received: teamsix,password,1,AMDLEOF
12:07:42.012: Awarded: 0 pts
12:07:42.147: Message received: teamsix,password,1,AMDLEOF
12:07:42.149: Awarded: 0 pts
12:07:42.295: Message received: teamsix,password,1,AMDLEOF
12:07:42.298: Awarded: 0 pts
12:07:42.443: Message received: teamsix,password,1,AMDLEOF
12:07:42.444: Awarded: 0 pts
12:07:42.591: Message received: teamsix,password,1,AMDLEOF
12:07:42.592: Awarded: 0 pts
12:07:42.733: Message received: teamsix,password,1,AMDLEOF
12:07:42.736: Awarded: 0 pts
12:07:42.873: Message received: teamsix,password,1,AMDLEOF
12:07:42.875: Awarded: 0 pts
12:07:43.015: Message received: teamsix,password,1,AMDLEOF
12:07:43.016: Awarded: 0 pts
12:07:43.159: Message received: teamsix,password,1,AMDLEOF
12:07:43.162: Awarded: 0 pts
12:07:43.306: Message received: teamsix,password,1,AMDLEOF
12:07:43.307: Awarded: 0 pts
12:07:43.455: Message received: teamsix,password,1,AMDLEOF
12:07:43.457: Awarded: 0 pts
12:07:43.600: Message received: teamsix,password,1,AMDLEOF
12:07:43.601: Awarded: 0 pts
12:07:43.742: Message received: teamsix,password,1,AMDLEOF
12:07:43.743: Awarded: 0 pts
12:07:43.890: Message received: teamsix,password,1,AMDLEOF
12:07:43.891: Awarded: 0 pts
12:07:44.021: Message received: teamsix,password,1,AMDLEOF
12:07:44.024: Awarded: 0 pts
12:07:44.172: Message received: teamsix,password,1,AMDLEOF
12:07:44.173: Awarded: 0 pts
12:07:44.312: Message received: teamsix,password,1,AMDLEOF
12:07:44.315: Awarded: 0 pts
12:07:44.455: Message received: teamsix,password,1,AMDLEOF
12:07:44.458: Awarded: 0 pts
12:07:44.604: Message received: teamsix,password,1,AMDLEOF
12:07:44.605: Awarded: 0 pts
12:07:44.741: Message received: teamsix,password,1,AMDLEOF
12:07:44.743: Awarded: 0 pts
12:07:44.885: Message received: teamsix,password,1,AMDLEOF
12:07:44.887: Awarded: 0 pts
12:07:45.023: Message received: teamsix,password,1,AMDLEOF
12:07:45.025: Awarded: 0 pts
12:07:45.154: Message received: teamsix,password,1,AMDLEOF
12:07:45.155: Awarded: 0 pts
12:07:45.295: Message received: teamsix,password,1,AMDLEOF
12:07:45.297: Awarded: 0 pts
12:07:45.444: Message received: teamsix,password,1,AMDLEOF
12:07:45.445: Awarded: 0 pts
12:07:45.585: Message received: teamsix,password,1,AMDLEOF
12:07:45.587: Awarded: 0 pts
12:07:45.728: Message received: teamsix,password,1,AMDLEOF
12:07:45.729: Awarded: 0 pts
12:07:45.875: Message received: teamsix,password,1,AMDLEOF
12:07:45.876: Awarded: 0 pts
12:07:46.016: Message received: teamsix,password,1,AMDLEOF
12:07:46.017: Awarded: 0 pts
12:07:46.152: Message received: teamsix,password,1,AMDLEOF
12:07:46.154: Awarded: 0 pts
12:07:46.304: Message received: teamsix,password,1,AMDLEOF
12:07:46.305: Awarded: 0 pts
12:07:46.447: Message received: teamsix,password,1,AMDLEOF
12:07:46.449: Awarded: 0 pts
12:07:46.591: Message received: teamsix,password,1,AMDLEOF
12:07:46.592: Awarded: 0 pts
12:07:46.724: Message received: teamsix,password,1,AMDLEOF
12:07:46.725: Awarded: 0 pts
12:07:46.868: Message received: teamsix,password,1,AMDLEOF
12:07:46.869: Awarded: 0 pts
12:07:46.999: Message received: teamsix,password,1,AMDLEOF
12:07:47.002: Awarded: 0 pts
12:07:47.140: Message received: teamsix,password,1,AMDLEOF
12:07:47.141: Awarded: 0 pts
12:07:47.281: Message received: teamsix,password,1,AMDLEOF
12:07:47.282: Awarded: 0 pts
12:07:47.423: Message received: teamsix,password,1,AMDLEOF
12:07:47.424: Awarded: 0 pts
12:07:47.552: Message received: teamsix,password,1,AMDLEOF
12:07:47.553: Awarded: 0 pts
12:07:47.695: Message received: teamsix,password,1,AMDLEOF
12:07:47.697: Awarded: 0 pts
12:07:47.846: Message received: teamsix,password,1,AMDLEOF
12:07:47.848: Awarded: 0 pts
12:07:47.990: Message received: teamsix,password,1,AMDLEOF
12:07:47.991: Awarded: 0 pts
12:07:48.129: Message received: teamsix,password,1,AMDLEOF
12:07:48.131: Awarded: 0 pts
12:07:48.261: Message received: teamsix,password,1,AMDLEOF
12:07:48.262: Awarded: 0 pts
12:07:48.400: Message received: teamsix,password,1,AMDLEOF
12:07:48.401: Awarded: 0 pts
12:07:48.530: Message received: teamsix,password,1,AMDLEOF
12:07:48.532: Awarded: 0 pts
12:07:48.663: Message received: teamsix,password,1,AMDLEOF
12:07:48.665: Awarded: 0 pts
12:07:48.808: Message received: teamsix,password,1,AMDLEOF
12:07:48.811: Awarded: 0 pts
12:07:48.943: Message received: teamsix,password,1,AMDLEOF
12:07:48.944: Awarded: 0 pts
12:07:49.089: Message received: teamsix,password,1,AMDLEOF
12:07:49.091: Awarded: 0 pts
12:07:49.223: Message received: teamsix,password,1,AMDLEOF
12:07:49.224: Awarded: 0 pts
12:07:49.376: Message received: teamsix,password,1,AMDLEOF
12:07:49.377: Awarded: 0 pts
12:07:49.511: Message received: teamsix,password,1,AMDLEOF
12:07:49.512: Awarded: 0 pts
12:07:49.654: Message received: teamsix,password,1,AMDLEOF
12:07:49.656: Awarded: 0 pts
12:07:49.793: Message received: teamsix,password,1,AMDLEOF
12:07:49.795: Awarded: 0 pts
12:07:49.938: Message received: teamsix,password,1,AMDLEOF
12:07:49.939: Awarded: 0 pts
12:07:50.077: Message received: teamsix,password,1,AMDLEOF
12:07:50.079: Awarded: 0 pts
12:07:50.239: Message received: teamsix,password,1,AMDLEOF
12:07:50.241: Awarded: 0 pts
12:07:50.385: Message received: teamsix,password,1,AMDLEOF
12:07:50.386: Awarded: 0 pts
12:07:50.527: Message received: teamsix,password,1,AMDLEOF
12:07:50.529: Awarded: 0 pts
12:07:50.666: Message received: teamsix,password,1,AMDLEOF
12:07:50.669: Awarded: 0 pts
12:07:50.804: Message received: teamsix,password,1,AMDLEOF
12:07:50.806: Awarded: 0 pts
12:07:50.953: Message received: teamsix,password,1,AMDLEOF
12:07:50.955: Awarded: 0 pts
12:07:51.089: Message received: teamsix,password,1,AMDLEOF
12:07:51.091: Awarded: 0 pts
12:07:51.235: Message received: teamsix,password,1,AMDLEOF
12:07:51.237: Awarded: 0 pts
12:07:51.370: Message received: teamsix,password,1,AMDLEOF
12:07:51.373: Awarded: 0 pts
12:07:51.512: Message received: teamsix,password,1,AMDLEOF
12:07:51.515: Awarded: 0 pts
12:07:51.651: Message received: teamsix,password,1,AMDLEOF
12:07:51.653: Awarded: 0 pts
12:07:51.811: Message received: teamsix,password,1,AMDLEOF
12:07:51.813: Awarded: 0 pts
12:07:51.952: Message received: teamsix,password,1,AMDLEOF
12:07:51.953: Awarded: 0 pts
12:07:52.102: Message received: teamsix,password,1,AMDLEOF
12:07:52.104: Awarded: 0 pts
12:07:52.249: Message received: teamsix,password,1,AMDLEOF
12:07:52.251: Awarded: 0 pts
12:07:52.404: Message received: teamsix,password,1,AMDLEOF
12:07:52.405: Awarded: 0 pts
12:07:52.563: Message received: teamsix,password,1,AMDLEOF
12:07:52.565: Awarded: 0 pts
12:07:52.706: Message received: teamsix,password,1,AMDLEOF
12:07:52.708: Awarded: 0 pts
12:07:52.851: Message received: teamsix,password,1,AMDLEOF
12:07:52.853: Awarded: 0 pts
12:07:52.994: Message received: teamsix,password,1,AMDLEOF
12:07:52.995: Awarded: 0 pts
12:07:53.126: Message received: teamsix,password,1,AMDLEOF
12:07:53.128: Awarded: 0 pts
12:07:53.271: Message received: teamsix,password,1,AMDLEOF
12:07:53.272: Awarded: 0 pts
12:07:53.415: Message received: teamsix,password,1,AMDLEOF
12:07:53.417: Awarded: 0 pts
12:07:53.557: Message received: teamsix,password,1,AMDLEOF
12:07:53.559: Awarded: 0 pts
12:07:53.700: Message received: teamsix,password,1,AMDLEOF
12:07:53.702: Awarded: 0 pts
12:07:53.841: Message received: teamsix,password,1,AMDLEOF
12:07:53.842: Awarded: 0 pts
12:07:53.982: Message received: teamsix,password,1,AMDLEOF
12:07:53.985: Awarded: 0 pts
12:07:54.117: Message received: teamsix,password,1,AMDLEOF
12:07:54.119: Awarded: 0 pts
12:07:54.271: Message received: teamsix,password,1,AMDLEOF
12:07:54.272: Awarded: 0 pts
12:07:54.409: Message received: teamsix,password,1,AMDLEOF
12:07:54.412: Awarded: 0 pts
12:07:54.554: Message received: teamsix,password,1,AMDLEOF
12:07:54.557: Awarded: 0 pts
12:07:54.701: Message received: teamsix,password,1,AMDLEOF
12:07:54.703: Awarded: 0 pts
12:07:54.841: Message received: teamsix,password,1,AMDLEOF
12:07:54.843: Awarded: 0 pts
12:07:54.994: Message received: teamsix,password,1,AMDLEOF
12:07:54.995: Awarded: 0 pts
12:07:55.114: Message received: teamsix,password,1,AMDLEOF
12:07:55.116: Awarded: 0 pts
12:07:55.255: Message received: teamsix,password,1,AMDLEOF
12:07:55.256: Awarded: 0 pts
12:07:55.388: Message received: teamsix,password,1,AMDLEOF
12:07:55.391: Awarded: 0 pts
12:07:55.538: Message received: teamsix,password,1,AMDLEOF
12:07:55.540: Awarded: 0 pts
12:07:55.672: Message received: teamsix,password,1,AMDLEOF
12:07:55.673: Awarded: 0 pts
12:07:55.821: Message received: teamsix,password,1,AMDLEOF
12:07:55.824: Awarded: 0 pts
12:07:55.956: Message received: teamsix,password,1,AMDLEOF
12:07:55.958: Awarded: 0 pts
12:07:56.101: Message received: teamsix,password,1,AMDLEOF
12:07:56.104: Awarded: 0 pts
12:07:56.262: Message received: teamsix,password,1,AMDLEOF
12:07:56.263: Awarded: 0 pts
12:07:56.403: Message received: teamsix,password,1,AMDLEOF
12:07:56.405: Awarded: 0 pts
12:07:56.539: Message received: teamsix,password,1,AMDLEOF
12:07:56.542: Awarded: 0 pts
12:07:56.703: Message received: teamsix,password,1,AMDLEOF
12:07:56.704: Awarded: 0 pts
12:07:56.866: Message received: teamsix,password,1,AMDLEOF
12:07:56.868: Awarded: 0 pts
12:07:57.025: Message received: teamsix,password,1,AMDLEOF
12:07:57.026: Awarded: 0 pts
12:07:57.169: Message received: teamsix,password,1,AMDLEOF
12:07:57.171: Awarded: 0 pts
12:07:57.318: Message received: teamsix,password,1,AMDLEOF
12:07:57.319: Awarded: 0 pts
12:07:57.478: Message received: teamsix,password,1,AMDLEOF
12:07:57.480: Awarded: 0 pts
12:07:57.620: Message received: teamsix,password,1,AMDLEOF
12:07:57.622: Awarded: 0 pts
12:07:57.768: Message received: teamsix,password,1,AMDLEOF
12:07:57.769: Awarded: 0 pts
12:07:57.906: Message received: teamsix,password,1,AMDLEOF
12:07:57.908: Awarded: 0 pts
12:07:58.044: Message received: teamsix,password,1,AMDLEOF
12:07:58.046: Awarded: 0 pts
12:07:58.137: Message received: teamsix,password,1,AMDLEOF
12:07:58.138: Awarded: 0 pts
12:07:58.286: Message received: teamsix,password,1,AMDLEOF
12:07:58.288: Awarded: 0 pts
12:07:58.428: Message received: teamsix,password,1,AMDLEOF
12:07:58.429: Awarded: 0 pts
12:07:58.575: Message received: teamsix,password,1,AMDLEOF
12:07:58.576: Awarded: 0 pts
12:07:58.734: Message received: teamsix,password,1,AMDLEOF
12:07:58.735: Awarded: 0 pts
12:07:58.875: Message received: teamsix,password,1,AMDLEOF
12:07:58.876: Awarded: 0 pts
12:07:59.014: Message received: teamsix,password,1,AMDLEOF
12:07:59.016: Awarded: 0 pts
12:07:59.099: Message received: teamsix,password,1,AMDLEOF
12:07:59.101: Awarded: 0 pts
12:07:59.199: Message received: teamsix,password,1,AMDLEOF
12:07:59.201: Awarded: 0 pts
12:07:59.344: Message received: teamsix,password,1,AMDLEOF
12:07:59.345: Awarded: 0 pts
12:07:59.486: Message received: teamsix,password,1,AMDLEOF
12:07:59.487: Awarded: 0 pts
12:07:59.606: Message received: teamsix,password,1,AMDLEOF
12:07:59.609: Awarded: 0 pts
12:07:59.741: Message received: teamsix,password,1,AMDLEOF
12:07:59.742: Awarded: 0 pts
12:07:59.876: Message received: teamsix,password,1,AMDLEOF
12:07:59.879: Awarded: 0 pts
12:07:59.992: Message received: teamsix,password,1,AMDLEOF
12:07:59.994: Awarded: 0 pts
12:08:00.133: Message received: teamsix,password,1,AMDLEOF
12:08:00.135: Awarded: 0 pts
12:08:00.281: Message received: teamsix,password,1,AMDLEOF
12:08:00.283: Awarded: 0 pts
12:08:00.415: Message received: teamsix,password,1,AMDLEOF
12:08:00.417: Awarded: 0 pts
12:08:00.565: Message received: teamsix,password,1,AMDLEOF
12:08:00.566: Awarded: 0 pts
12:08:00.711: Message received: teamsix,password,1,AMDLEOF
12:08:00.713: Awarded: 0 pts
12:08:00.857: Message received: teamsix,password,1,AMDLEOF
12:08:00.858: Awarded: 0 pts
12:08:00.998: Message received: teamsix,password,1,AMDLEOF
12:08:00.999: Awarded: 0 pts
12:08:01.147: Message received: teamsix,password,1,AMDLEOF
