12:54:20.418: Clue SIZE: A MOLE OF
12:54:20.418: Clue VICTIM: QUARKS
12:54:56.006: Message received: teamsix,password,1,AMDLEOF
12:54:56.007: Awarded: 0 pts
12:54:56.129: Message received: teamsix,password,1,AMDLEOF
12:54:56.131: Awarded: 0 pts
12:54:56.252: Message received: teamsix,password,1,AMDLEOF
12:54:56.253: Awarded: 0 pts
12:54:56.366: Message received: teamsix,password,1,AMDLEOF
12:54:56.368: Awarded: 0 pts
12:54:56.494: Message received: teamsix,password,1,AMDLEOF
12:54:56.495: Awarded: 0 pts
12:54:56.621: Message received: teamsix,password,1,AMDLEOF
12:54:56.622: Awarded: 0 pts
12:54:56.742: Message received: teamsix,password,1,AMDLEOF
12:54:56.743: Awarded: 0 pts
12:54:56.862: Message received: teamsix,password,1,AMDLEOF
12:54:56.864: Awarded: 0 pts
12:54:56.987: Message received: teamsix,password,1,AMDLEOF
12:54:56.989: Awarded: 0 pts
12:54:57.097: Message received: teamsix,password,1,AMDLEOF
12:54:57.099: Awarded: 0 pts
12:54:57.228: Message received: teamsix,password,1,AMDLEOF
12:54:57.229: Awarded: 0 pts
12:54:57.340: Message received: teamsix,password,1,AMDLEOF
12:54:57.342: Awarded: 0 pts
12:54:57.455: Message received: teamsix,password,1,AMDLEOF
12:54:57.456: Awarded: 0 pts
12:54:57.574: Message received: teamsix,password,1,AMDLEOF
12:54:57.575: Awarded: 0 pts
12:54:57.728: Message received: teamsix,password,1,AMDLEOF
12:54:57.729: Awarded: 0 pts
12:54:57.846: Message received: teamsix,password,1,AMDLEOF
12:54:57.848: Awarded: 0 pts
